Homeologous_ID;Gene;is_Marker_of_Cluster;Specificity;Stability;Genome Asymmetry
TraesCS1A03G0654900;TraesCS1A03G0654900;NA;;;
TraesCS1A03G0658100;TraesCS1A03G0658100;13Phloem;specific;stable;
TraesCS1A03G0658100;TraesCS1B03G0746300;NA;;;
TraesCS1A03G0658100;TraesCS1D03G0616700;NA;;;
TraesCS1A03G0662000;TraesCS1A03G0662000;13Phloem;specific;stable;
TraesCS1A03G0662000;TraesCS1B03G0750400;13Phloem;;;
TraesCS1A03G0662000;TraesCS1D03G0618900;13Phloem;;;
TraesCS1A03G0663000;TraesCS1A03G0663000;12DividingCells;specific;stable;
TraesCS1A03G0663000;TraesCS1B03G0753200;NA;;;
TraesCS1A03G0663000;TraesCS1D03G0624600;NA;;;
TraesCS1A03G0669900;TraesCS1D03G0633000;7Epidermis_3Meristems;unspecific;unstable;
TraesCS1A03G0669900;TraesCS1B03G0761100;7Epidermis_3Meristems_12DividingCells;;;
TraesCS1A03G0669900;TraesCS1A03G0669900;NA;;;
TraesCS1A03G0674600;TraesCS1B03G0767000;8RootHair_1Epidermis;specific;stable;
TraesCS1A03G0674600;TraesCS1A03G0674600;NA;;;
TraesCS1A03G0674600;TraesCS1D03G0638900;NA;;;
TraesCS1A03G0676100;TraesCS1A03G0676100;2Cortex_14RootCap;unspecific;stable;
TraesCS1A03G0676100;TraesCS1B03G0767900;2Cortex_14RootCap;;;
TraesCS1A03G0676100;TraesCS1D03G0640500;2Cortex_14RootCap;;;
TraesCS1A03G0676500;TraesCS1A03G0676500;2Cortex;unspecific;unstable;
TraesCS1A03G0676500;TraesCS1D03G0640800;2Cortex;;;
TraesCS1A03G0676500;TraesCS1B03G0768700;2Cortex_14RootCap;;;
TraesCS1A03G0680600;TraesCS1D03G0643700;6Pericycle;specific;stable;D_dominant_6
TraesCS1A03G0680600;TraesCS1A03G0680600;NA;;;
TraesCS1A03G0680600;TraesCS1B03G0773200;NA;;;
TraesCS1A03G0681200;TraesCS1A03G0681200;4ProvascularCells;specific;stable;
TraesCS1A03G0681200;TraesCS1B03G0774200;4ProvascularCells;;;
TraesCS1A03G0681200;TraesCS1D03G0644500;NA;;;
TraesCS1A03G0681600;TraesCS1D03G0645100;10Xylem;specific;stable;D_dominant_10
TraesCS1A03G0681600;TraesCS1A03G0681600;NA;;;
TraesCS1A03G0681600;TraesCS1B03G0775000;NA;;;
TraesCS1A03G0681700;TraesCS1A03G0681700;11Endodermis/Phloem;unspecific;unstable;
TraesCS1A03G0681700;TraesCS1D03G0645200;8RootHair_11Endodermis/Phloem;;;
TraesCS1A03G0681700;TraesCS1B03G0775100;NA;;;
TraesCS1A03G0682100;TraesCS1D03G0646100;5Unknown_14RootCap;unspecific;unstable;
TraesCS1A03G0682100;TraesCS1B03G0776200;5Unknown_14RootCap_10Xylem;;;
TraesCS1A03G0682100;TraesCS1A03G0682100;9Endodermis_5Unknown_14RootCap_10Xylem;;;
TraesCS1A03G0685800;TraesCS1B03G0780300;1Epidermis;specific;stable;
TraesCS1A03G0685800;TraesCS1A03G0685800;8RootHair_1Epidermis;;;
TraesCS1A03G0685800;TraesCS1D03G0649700;8RootHair_1Epidermis;;;
TraesCS1A03G0687800;TraesCS1A03G0687800;14RootCap;specific;stable;
TraesCS1A03G0687800;TraesCS1B03G0783100;14RootCap;;;
TraesCS1A03G0687800;TraesCS1D03G0652300;NA;;;
TraesCS1A03G0690300;TraesCS1B03G0787900;8RootHair;specific;stable;B_dominant_8
TraesCS1A03G0690300;TraesCS1A03G0690300;NA;;;
TraesCS1A03G0690300;TraesCS1D03G0654800;NA;;;
TraesCS1A03G0691200;TraesCS1B03G0788100;8RootHair;specific;stable;B_dominant_8
TraesCS1A03G0691200;TraesCS1A03G0691200;NA;;;
TraesCS1A03G0691200;TraesCS1D03G0655000;NA;;;
TraesCS1A03G0694200;TraesCS1D03G0660300;5Unknown_14RootCap;unspecific;unstable;
TraesCS1A03G0694200;TraesCS1A03G0694200;NA;;;
TraesCS1A03G0694200;TraesCS1B03G0791600;NA;;;
TraesCS1A03G0701000;TraesCS1D03G0665400;7Epidermis;specific;stable;
TraesCS1A03G0701000;TraesCS1A03G0701000;NA;;;
TraesCS1A03G0701000;TraesCS1B03G0797600;NA;;;
TraesCS1A03G0710000;TraesCS1A03G0710000;12DividingCells;specific;stable;
TraesCS1A03G0710000;TraesCS1B03G0812100;12DividingCells;;;
TraesCS1A03G0710000;TraesCS1D03G0674700;12DividingCells;;;
TraesCS1A03G0718300;TraesCS1D03G0681000;12DividingCells;unspecific;unstable;
TraesCS1A03G0718300;TraesCS1B03G0819100;7Epidermis_12DividingCells;;;
TraesCS1A03G0718300;TraesCS1A03G0718300;NA;;;
TraesCS1A03G0718600;TraesCS1A03G0718600;5Unknown;specific;stable;
TraesCS1A03G0718600;TraesCS1B03G0819300;5Unknown;;;
TraesCS1A03G0718600;TraesCS1D03G0681300;5Unknown;;;
TraesCS1A03G0720400;TraesCS1A03G0720400;7Epidermis_3Meristems_12DividingCells;unspecific;stable;
TraesCS1A03G0720400;TraesCS1B03G0822100;7Epidermis_3Meristems_12DividingCells;;;
TraesCS1A03G0720400;TraesCS3D03G0776100;7Epidermis_3Meristems_12DividingCells;;;
TraesCS1A03G0721800;TraesCS1B03G0823600;6Pericycle;unspecific;unstable;
TraesCS1A03G0721800;TraesCS1D03G0685700;6Pericycle;;;
TraesCS1A03G0721800;TraesCS1A03G0721800;6Pericycle_1Epidermis;;;
TraesCS1A03G0723900;TraesCS1B03G0826000;8RootHair;specific;stable;A_suppressed_8
TraesCS1A03G0723900;TraesCS1A03G0723900;NA;;;
TraesCS1A03G0723900;TraesCS1D03G0687200;NA;;;
TraesCS1A03G0730200;TraesCS1A03G0730200;3Meristems;specific;stable;
TraesCS1A03G0730200;TraesCS1B03G1024600;3Meristems;;;
TraesCS1A03G0730200;TraesCS1D03G0694700;3Meristems;;;
TraesCS1A03G0738000;TraesCS1B03G0841700;0Unknown;specific;stable;A_suppressed_0
TraesCS1A03G0738000;TraesCS1D03G0703900;0Unknown;;;
TraesCS1A03G0738000;TraesCS1A03G0738000;NA;;;
TraesCS1A03G0754900;TraesCS1B03G0862000;9Endodermis;specific;stable;B_dominant_9
TraesCS1A03G0754900;TraesCS1A03G0754900;NA;;;
TraesCS1A03G0754900;TraesCS1D03G0723600;NA;;;
TraesCS1A03G0761600;TraesCS1A03G0761600;12DividingCells;specific;stable;D_suppressed_12
TraesCS1A03G0761600;TraesCS1B03G0870200;12DividingCells;;;
TraesCS1A03G0761600;TraesCS1D03G0729200;12DividingCells;;;
TraesCS1A03G0763600;TraesCS1A03G0763600;7Epidermis;unspecific;unstable;
TraesCS1A03G0763600;TraesCS1D03G0730800;7Epidermis;;;
TraesCS1A03G0763600;TraesCS1B03G0873200;7Epidermis_3Meristems;;;
TraesCS1A03G0765700;TraesCS1A03G0765700;14RootCap_11Endodermis/Phloem;unspecific;stable;
TraesCS1A03G0765700;TraesCS1B03G0874700;NA;;;
TraesCS1A03G0765700;TraesCS1D03G0732700;NA;;;
TraesCS1A03G0768600;TraesCS1B03G0879400;4ProvascularCells_11Endodermis/Phloem_10Xylem;unspecific;unstable;
TraesCS1A03G0768600;TraesCS1D03G0735500;4ProvascularCells_11Endodermis/Phloem_10Xylem;;;
TraesCS1A03G0768600;TraesCS1A03G0768600;4ProvascularCells_12DividingCells_11Endodermis/Phloem_10Xylem;;;
TraesCS1A03G0768800;TraesCS1A03G0768800;12DividingCells;specific;stable;A_suppressed_12
TraesCS1A03G0768800;TraesCS1B03G0879500;12DividingCells;;;
TraesCS1A03G0768800;TraesCS1D03G0735800;12DividingCells;;;
TraesCS1A03G0770800;TraesCS1B03G0882200;1Epidermis;specific;stable;B_dominant_1
TraesCS1A03G0770800;TraesCS1A03G0770800;NA;;;
TraesCS1A03G0770800;TraesCS1D03G0737200;NA;;;
TraesCS1A03G0773800;TraesCS1D03G0741000;5Unknown;specific;stable;D_dominant_5
TraesCS1A03G0773800;TraesCS1A03G0773800;NA;;;
TraesCS1A03G0773800;TraesCS1B03G0886500;NA;;;
TraesCS1A03G0776200;TraesCS1D03G0742700;14RootCap;unspecific;unstable;
TraesCS1A03G0776200;TraesCS1A03G0776200;14RootCap_10Xylem;;;
TraesCS1A03G0776200;TraesCS1B03G0889300;5Unknown_14RootCap;;;
TraesCS1A03G0786600;TraesCS1D03G0753700;5Unknown_14RootCap;unspecific;stable;
TraesCS1A03G0786600;TraesCS1A03G0786600;NA;;;
TraesCS1A03G0786600;TraesCS1B03G0903900;NA;;;
TraesCS1A03G0789400;TraesCS1B03G0906800;9Endodermis;specific;stable;
TraesCS1A03G0789400;TraesCS1A03G0789400;NA;;;
TraesCS1A03G0789400;TraesCS1D03G0755500;NA;;;
TraesCS1A03G0793500;TraesCS1A03G0793500;10Xylem;unspecific;unstable;
TraesCS1A03G0793500;TraesCS1B03G0911600;10Xylem;;;
TraesCS1A03G0793500;TraesCS1D03G0759800;14RootCap_10Xylem;;;
TraesCS1A03G0794800;TraesCS1D03G0761800;6Pericycle_11Endodermis/Phloem;unspecific;unstable;
TraesCS1A03G0794800;TraesCS1A03G0794800;6Pericycle_13Phloem_12DividingCells_11Endodermis/Phloem;;;
TraesCS1A03G0794800;TraesCS1B03G0914100;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS1A03G0801100;TraesCS1B03G0920200;10Xylem;specific;stable;
TraesCS1A03G0801100;TraesCS1A03G0801100;NA;;;
TraesCS1A03G0801100;TraesCS1D03G0768100;NA;;;
TraesCS1A03G0806000;TraesCS1A03G0806000;12DividingCells;specific;stable;A_dominant_12
TraesCS1A03G0806000;TraesCS1B03G0927200;NA;;;
TraesCS1A03G0806000;TraesCS1D03G0773400;NA;;;
TraesCS1A03G0810500;TraesCS1A03G0810500;7Epidermis;specific;stable;B_suppressed_7
TraesCS1A03G0810500;TraesCS1D03G0780000;7Epidermis;;;
TraesCS1A03G0810500;TraesCS1B03G0934500;NA;;;
TraesCS1A03G0812400;TraesCS1D03G0783400;13Phloem;specific;stable;
TraesCS1A03G0812400;TraesCS1A03G0812400;NA;;;
TraesCS1A03G0812400;TraesCS1B03G0938300;NA;;;
TraesCS1A03G0821600;TraesCS1A03G0821600;9Endodermis;unspecific;unstable;
TraesCS1A03G0821600;TraesCS1B03G0946400;9Endodermis;;;
TraesCS1A03G0821600;TraesCS1D03G0790700;9Endodermis_6Pericycle_14RootCap;;;
TraesCS1A03G0823500;TraesCS1A03G0823500;8RootHair;specific;stable;D_suppressed_8
TraesCS1A03G0823500;TraesCS1B03G0947800;8RootHair;;;
TraesCS1A03G0823500;TraesCS1D03G0792300;NA;;;
TraesCS1A03G0827500;TraesCS1D03G0796200;6Pericycle_11Endodermis/Phloem;unspecific;unstable;
TraesCS1A03G0827500;TraesCS1A03G0827500;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS1A03G0827500;TraesCS1B03G0951500;6Pericycle_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS1A03G0836200;TraesCS1D03G0805100;8RootHair_11Endodermis/Phloem;unspecific;unstable;
TraesCS1A03G0836200;TraesCS1B03G0960000;8RootHair_1Epidermis;;;
TraesCS1A03G0836200;TraesCS1A03G0836200;NA;;;
TraesCS1A03G0839300;TraesCS1A03G0839300;5Unknown;specific;stable;
TraesCS1A03G0839300;TraesCS1B03G0962800;5Unknown;;;
TraesCS1A03G0839300;TraesCS1D03G0808500;5Unknown;;;
TraesCS1A03G0843400;TraesCS1A03G0843400;11Endodermis/Phloem;specific;stable;
TraesCS1A03G0843400;TraesCS1D03G0811800;11Endodermis/Phloem;;;
TraesCS1A03G0843400;TraesCS1B03G0968500;NA;;;
TraesCS1A03G0845500;TraesCS1D03G0813600;5Unknown;unspecific;unstable;
TraesCS1A03G0845500;TraesCS1A03G0845500;5Unknown_14RootCap;;;
TraesCS1A03G0845500;TraesCS1B03G0971700;NA;;;
TraesCS1A03G0845700;TraesCS1B03G0972200;14RootCap;specific;stable;
TraesCS1A03G0845700;TraesCS1D03G0813800;14RootCap;;;
TraesCS1A03G0845700;TraesCS1A03G0845700;NA;;;
TraesCS1A03G0846000;TraesCS1B03G0972500;14RootCap;specific;stable;
TraesCS1A03G0846000;TraesCS1A03G0846000;NA;;;
TraesCS1A03G0846000;TraesCS1D03G0814000;NA;;;
TraesCS1A03G0846100;TraesCS1B03G0972600;14RootCap;specific;stable;B_dominant_14
TraesCS1A03G0846100;TraesCS1A03G0846100;NA;;;
TraesCS1A03G0846100;TraesCS1D03G0814300;NA;;;
TraesCS1A03G0853600;TraesCS1A03G0853600;12DividingCells;specific;stable;
TraesCS1A03G0853600;TraesCS1B03G0987400;12DividingCells;;;
TraesCS1A03G0853600;TraesCS1D03G0823500;12DividingCells;;;
TraesCS1A03G0862200;TraesCS1A03G0862200;14RootCap;specific;stable;
TraesCS1A03G0862200;TraesCS1B03G1013800;14RootCap;;;
TraesCS1A03G0862200;TraesCS1D03G0844700;NA;;;
TraesCS1A03G0886300;TraesCS1D03G0861400;7Epidermis_12DividingCells;unspecific;unstable;
TraesCS1A03G0886300;TraesCS1B03G1036500;7Epidermis_3Meristems_12DividingCells;;;
TraesCS1A03G0886300;TraesCS1A03G0886300;NA;;;
TraesCS1A03G0887200;TraesCS1A03G0887200;0Unknown;specific;stable;
TraesCS1A03G0887200;TraesCS1B03G1037600;NA;;;
TraesCS1A03G0887200;TraesCS1D03G0862200;NA;;;
TraesCS1A03G0888700;TraesCS1A03G0888700;1Epidermis;unspecific;unstable;
TraesCS1A03G0888700;TraesCS1D03G0864600;7Epidermis;;;
TraesCS1A03G0888700;TraesCS1B03G1040000;7Epidermis_14RootCap_1Epidermis;;;
TraesCS1A03G0891000;TraesCS1D03G0865900;10Xylem;specific;stable;D_dominant_10
TraesCS1A03G0891000;TraesCS1A03G0891000;NA;;;
TraesCS1A03G0891000;TraesCS1B03G1042600;NA;;;
TraesCS1A03G0906900;TraesCS1A03G0906900;13Phloem;specific;stable;D_dominant_13
TraesCS1A03G0906900;TraesCS1B03G1064900;13Phloem;;;
TraesCS1A03G0906900;TraesCS1D03G0884600;13Phloem;;;
TraesCS1A03G0908000;TraesCS1D03G0886200;14RootCap;specific;stable;D_dominant_14
TraesCS1A03G0908000;TraesCS1A03G0908000;NA;;;
TraesCS1A03G0908000;TraesCS1B03G1066700;NA;;;
TraesCS1A03G0913900;TraesCS1D03G0893500;7Epidermis_3Meristems;unspecific;stable;
TraesCS1A03G0913900;TraesCS1A03G0913900;NA;;;
TraesCS1A03G0913900;TraesCS1B03G1076800;NA;;;
TraesCS1A03G0914900;TraesCS1D03G0894000;10Xylem;unspecific;unstable;
TraesCS1A03G0914900;TraesCS1A03G0914900;14RootCap_10Xylem;;;
TraesCS1A03G0914900;TraesCS1B03G1077900;NA;;;
TraesCS1A03G0938000;TraesCS1A03G0938000;10Xylem;specific;stable;
TraesCS1A03G0938000;TraesCS1B03G1107900;10Xylem;;;
TraesCS1A03G0938000;TraesCS1D03G0913700;10Xylem;;;
TraesCS1A03G0941000;TraesCS1D03G0916300;11Endodermis/Phloem;specific;stable;D_dominant_11
TraesCS1A03G0941000;TraesCS1A03G0941000;NA;;;
TraesCS1A03G0941000;TraesCS1B03G1114500;NA;;;
TraesCS1A03G0941200;TraesCS1D03G0916100;13Phloem;specific;stable;
TraesCS1A03G0941200;TraesCS1A03G0941200;NA;;;
TraesCS1A03G0941200;TraesCS1B03G1114600;NA;;;
TraesCS1A03G0951000;TraesCS1D03G0926600;5Unknown;specific;stable;D_dominant_5
TraesCS1A03G0951000;TraesCS1A03G0951000;NA;;;
TraesCS1A03G0951000;TraesCS1B03G1126300;NA;;;
TraesCS1A03G0954900;TraesCS1A03G0954900;2Cortex_14RootCap;unspecific;unstable;
TraesCS1A03G0954900;TraesCS1D03G0931100;2Cortex_14RootCap;;;
TraesCS1A03G0954900;TraesCS1B03G1132200;5Unknown_2Cortex_14RootCap;;;
TraesCS1A03G0960500;TraesCS1A03G0960500;6Pericycle;specific;stable;D_suppressed_6
TraesCS1A03G0960500;TraesCS1B03G1137900;NA;;;
TraesCS1A03G0960500;TraesCS1D03G0934900;NA;;;
TraesCS1A03G0962200;TraesCS1A03G0962200;5Unknown;specific;stable;
TraesCS1A03G0962200;TraesCS1B03G1140000;5Unknown;;;
TraesCS1A03G0962200;TraesCS1D03G0936700;5Unknown;;;
TraesCS1A03G0966200;TraesCS1A03G0966200;14RootCap_11Endodermis/Phloem;unspecific;unstable;
TraesCS1A03G0966200;TraesCS1D03G0940600;4ProvascularCells_14RootCap_11Endodermis/Phloem_10Xylem;;;
TraesCS1A03G0966200;TraesCS1B03G1148500;6Pericycle_14RootCap_11Endodermis/Phloem;;;
TraesCS1A03G0967900;TraesCS1A03G0967900;4ProvascularCells_12DividingCells_11Endodermis/Phloem;unspecific;stable;
TraesCS1A03G0967900;TraesCS1B03G1150400;4ProvascularCells_12DividingCells_11Endodermis/Phloem;;;
TraesCS1A03G0967900;TraesCS1D03G0941300;4ProvascularCells_12DividingCells_11Endodermis/Phloem;;;
TraesCS1A03G0968100;TraesCS1A03G0968100;11Endodermis/Phloem;unspecific;unstable;
TraesCS1A03G0968100;TraesCS1D03G0941500;11Endodermis/Phloem;;;
TraesCS1A03G0968100;TraesCS1B03G1150600;11Endodermis/Phloem_10Xylem;;;
TraesCS1A03G0969800;TraesCS1A03G0969800;11Endodermis/Phloem;unspecific;unstable;
TraesCS1A03G0969800;TraesCS1B03G1153700;7Epidermis_12DividingCells_11Endodermis/Phloem;;;
TraesCS1A03G0969800;TraesCS1D03G0942600;NA;;;
TraesCS1A03G0974500;TraesCS1D03G0946100;7Epidermis_12DividingCells;unspecific;unstable;
TraesCS1A03G0974500;TraesCS1A03G0974500;7Epidermis_3Meristems_12DividingCells;;;
TraesCS1A03G0974500;TraesCS1B03G1157600;7Epidermis_3Meristems_12DividingCells;;;
TraesCS1A03G0982700;TraesCS1B03G1166600;8RootHair_1Epidermis;unspecific;unstable;
TraesCS1A03G0982700;TraesCS1D03G0951700;8RootHair_1Epidermis;;;
TraesCS1A03G0982700;TraesCS1A03G0982700;8RootHair_2Cortex;;;
TraesCS1A03G0989300;TraesCS1B03G1171300;14RootCap;specific;stable;
TraesCS1A03G0989300;TraesCS1A03G0989300;NA;;;
TraesCS1A03G0989300;TraesCS1D03G0955800;NA;;;
TraesCS1A03G0990000;TraesCS1B03G1171700;10Xylem;unspecific;unstable;
TraesCS1A03G0990000;TraesCS1D03G0956000;14RootCap_13Phloem_10Xylem;;;
TraesCS1A03G0990000;TraesCS1A03G0990000;NA;;;
TraesCS1A03G0992000;TraesCS1B03G1174700;2Cortex;specific;stable;
TraesCS1A03G0992000;TraesCS1D03G0957700;2Cortex;;;
TraesCS1A03G0992000;TraesCS1A03G0992000;NA;;;
TraesCS1A03G0993300;TraesCS1A03G0993300;8RootHair;specific;stable;
TraesCS1A03G0993300;TraesCS1B03G1175500;8RootHair;;;
TraesCS1A03G0993300;TraesCS4D03G0781200;NA;;;
TraesCS1A03G0994500;TraesCS1B03G1177400;13Phloem;specific;stable;B_dominant_13
TraesCS1A03G0994500;TraesCS1A03G0994500;NA;;;
TraesCS1A03G0994500;TraesCS1D03G0960300;NA;;;
TraesCS1A03G0998500;TraesCS5B03G1284200;8RootHair;specific;stable;B_dominant_8
TraesCS1A03G0998500;TraesCS1A03G0998500;NA;;;
TraesCS1A03G0998500;TraesCS5D03G1152200;NA;;;
TraesCS1A03G1006500;TraesCS1D03G0969300;12DividingCells;specific;stable;
TraesCS1A03G1006500;TraesCS1A03G1006500;NA;;;
TraesCS1A03G1006500;TraesCS1B03G1188000;NA;;;
TraesCS1A03G1012800;TraesCS1B03G1193800;14RootCap;unspecific;unstable;
TraesCS1A03G1012800;TraesCS1D03G0973500;5Unknown_14RootCap;;;
TraesCS1A03G1012800;TraesCS1A03G1012800;NA;;;
TraesCS1A03G1017500;TraesCS1A03G1017500;5Unknown;specific;stable;
TraesCS1A03G1017500;TraesCS1B03G1198500;5Unknown;;;
TraesCS1A03G1017500;TraesCS1D03G0978200;5Unknown;;;
TraesCS1A03G1019300;TraesCS1B03G1201300;5Unknown_14RootCap;unspecific;unstable;
TraesCS1A03G1019300;TraesCS1D03G0979500;5Unknown_14RootCap_10Xylem;;;
TraesCS1A03G1019300;TraesCS1A03G1019300;NA;;;
TraesCS1A03G1030600;TraesCS1A03G1030600;11Endodermis/Phloem;specific;stable;
TraesCS1A03G1030600;TraesCS1B03G1218900;11Endodermis/Phloem;;;
TraesCS1A03G1030600;TraesCS1D03G0991800;11Endodermis/Phloem;;;
TraesCS1A03G1031100;TraesCS1A03G1031100;14RootCap;specific;stable;
TraesCS1A03G1031100;TraesCS1B03G1220400;NA;;;
TraesCS1A03G1031100;TraesCS1D03G0993000;NA;;;
TraesCS1A03G1032900;TraesCS1A03G1032900;9Endodermis;specific;stable;B_suppressed_9
TraesCS1A03G1032900;TraesCS1D03G0995400;9Endodermis;;;
TraesCS1A03G1032900;TraesCS1B03G1223100;NA;;;
TraesCS1A03G1033200;TraesCS1A03G1033200;14RootCap;specific;stable;
TraesCS1A03G1033200;TraesCS1B03G1223600;NA;;;
TraesCS1A03G1033200;TraesCS1D03G0995900;NA;;;
TraesCS1A03G1048400;TraesCS1B03G1246800;12DividingCells;specific;stable;
TraesCS1A03G1048400;TraesCS1A03G1048400;NA;;;
TraesCS1A03G1048400;TraesCS1D03G1012400;NA;;;
TraesCS1A03G1057400;TraesCS1B03G1254800;14RootCap;specific;stable;
TraesCS1A03G1057400;TraesCS1D03G1020400;14RootCap;;;
TraesCS1A03G1057400;TraesCS1A03G1057400;NA;;;
TraesCS2A03G0001200;TraesCS2D03G0000700;14RootCap;specific;stable;
TraesCS2A03G0001200;TraesCS2A03G0001200;NA;;;
TraesCS2A03G0001200;TraesCS2B03G0000700;NA;;;
TraesCS2A03G0013400;TraesCS2B03G0018900;6Pericycle_11Endodermis/Phloem;unspecific;stable;
TraesCS2A03G0013400;TraesCS2A03G0013400;NA;;;
TraesCS2A03G0013400;TraesCS2D03G0011300;NA;;;
TraesCS2A03G0013600;TraesCS2A03G0013600;13Phloem;unspecific;unstable;
TraesCS2A03G0013600;TraesCS2B03G0019100;13Phloem;;;
TraesCS2A03G0013600;TraesCS2D03G0011500;13Phloem_10Xylem;;;
TraesCS2A03G0050700;TraesCS2D03G0050700;8RootHair_1Epidermis;specific;stable;
TraesCS2A03G0050700;TraesCS2A03G0050700;NA;;;
TraesCS2A03G0050700;TraesCS2B03G0075000;NA;;;
TraesCS2A03G0053900;TraesCS2A03G0053900;14RootCap;specific;stable;B_dominant_14
TraesCS2A03G0053900;TraesCS2B03G0082300;14RootCap;;;
TraesCS2A03G0053900;TraesCS2D03G0055100;NA;;;
TraesCS2A03G0065600;TraesCS2D03G0060400;10Xylem;specific;stable;
TraesCS2A03G0065600;TraesCS2A03G0065600;NA;;;
TraesCS2A03G0065600;TraesCS2B03G0097700;NA;;;
TraesCS2A03G0066600;TraesCS2A03G0066600;5Unknown;specific;stable;
TraesCS2A03G0066600;TraesCS2B03G0098600;5Unknown;;;
TraesCS2A03G0066600;TraesCS2D03G0061400;5Unknown;;;
TraesCS2A03G0072100;TraesCS2A03G0072100;1Epidermis;specific;stable;
TraesCS2A03G0072100;TraesCS2D03G0066800;1Epidermis;;;
TraesCS2A03G0072100;TraesCS2B03G0106300;8RootHair_1Epidermis;;;
TraesCS2A03G0073200;TraesCS2B03G0107600;4ProvascularCells_11Endodermis/Phloem;unspecific;unstable;
TraesCS2A03G0073200;TraesCS2A03G0073200;4ProvascularCells_14RootCap_11Endodermis/Phloem;;;
TraesCS2A03G0073200;TraesCS2D03G0068400;4ProvascularCells_14RootCap_11Endodermis/Phloem;;;
TraesCS2A03G0073400;TraesCS2A03G0073400;13Phloem;specific;stable;
TraesCS2A03G0073400;TraesCS2B03G0108200;13Phloem;;;
TraesCS2A03G0073400;TraesCS2D03G0068900;13Phloem;;;
TraesCS2A03G0079900;TraesCS2A03G0079900;6Pericycle;specific;stable;
TraesCS2A03G0079900;TraesCS2B03G0116800;6Pericycle;;;
TraesCS2A03G0079900;TraesCS2D03G0074500;6Pericycle;;;
TraesCS2A03G0084800;TraesCS2D03G0079100;8RootHair;specific;stable;D_dominant_8
TraesCS2A03G0084800;TraesCS2A03G0084800;NA;;;
TraesCS2A03G0084800;TraesCS2B03G0120800;NA;;;
TraesCS2A03G0084900;TraesCS2A03G0084900;14RootCap;specific;stable;
TraesCS2A03G0084900;TraesCS2B03G0121000;NA;;;
TraesCS2A03G0084900;TraesCS2D03G0079200;NA;;;
TraesCS2A03G0099800;TraesCS2A03G0099800;12DividingCells;specific;stable;D_suppressed_12
TraesCS2A03G0099800;TraesCS2B03G0142800;12DividingCells;;;
TraesCS2A03G0099800;TraesCS2D03G0099000;NA;;;
TraesCS2A03G0128600;TraesCS2D03G0125300;14RootCap;unspecific;unstable;
TraesCS2A03G0128600;TraesCS2A03G0128600;14RootCap_11Endodermis/Phloem;;;
TraesCS2A03G0128600;TraesCS2B03G0172800;NA;;;
TraesCS2A03G0130000;TraesCS2A03G0130000;8RootHair_1Epidermis;unspecific;unstable;
TraesCS2A03G0130000;TraesCS2D03G0126300;9Endodermis_1Epidermis;;;
TraesCS2A03G0130000;TraesCS2B03G0175100;9Endodermis_4ProvascularCells_14RootCap_1Epidermis;;;
TraesCS2A03G0131400;TraesCS2D03G0128500;11Endodermis/Phloem;specific;stable;
TraesCS2A03G0131400;TraesCS2A03G0131400;NA;;;
TraesCS2A03G0131400;TraesCS2B03G0178500;NA;;;
TraesCS2A03G0131700;TraesCS2D03G0128800;6Pericycle;specific;stable;
TraesCS2A03G0131700;TraesCS2A03G0131700;NA;;;
TraesCS2A03G0131700;TraesCS2B03G0179100;NA;;;
TraesCS2A03G0132400;TraesCS2A03G0132400;12DividingCells;specific;stable;
TraesCS2A03G0132400;TraesCS2B03G0179700;12DividingCells;;;
TraesCS2A03G0132400;TraesCS2D03G0129500;12DividingCells;;;
TraesCS2A03G0157100;TraesCS2B03G0219100;14RootCap;unspecific;unstable;
TraesCS2A03G0157100;TraesCS2D03G0151100;5Unknown;;;
TraesCS2A03G0157100;TraesCS2A03G0157100;NA;;;
TraesCS2A03G0179100;TraesCS2B03G0244800;12DividingCells;specific;stable;
TraesCS2A03G0179100;TraesCS2A03G0179100;NA;;;
TraesCS2A03G0179100;TraesCS2D03G0173200;NA;;;
TraesCS2A03G0180600;TraesCS2A03G0180600;11Endodermis/Phloem;specific;stable;
TraesCS2A03G0180600;TraesCS2B03G0247400;11Endodermis/Phloem;;;
TraesCS2A03G0180600;TraesCS2D03G0174700;11Endodermis/Phloem;;;
TraesCS2A03G0192500;TraesCS2A03G0192500;13Phloem;specific;stable;B_suppressed_13
TraesCS2A03G0192500;TraesCS2D03G0193100;13Phloem;;;
TraesCS2A03G0192500;TraesCS2B03G0257200;NA;;;
TraesCS2A03G0192600;TraesCS2B03G0257400;7Epidermis;unspecific;unstable;
TraesCS2A03G0192600;TraesCS2A03G0192600;7Epidermis_3Meristems_12DividingCells;;;
TraesCS2A03G0192600;TraesCS2D03G0193300;7Epidermis_3Meristems_12DividingCells;;;
TraesCS2A03G0199100;TraesCS2B03G0270000;5Unknown;unspecific;unstable;
TraesCS2A03G0199100;TraesCS2A03G0199100;5Unknown_14RootCap;;;
TraesCS2A03G0199100;TraesCS2D03G0201900;5Unknown_14RootCap;;;
TraesCS2A03G0209800;TraesCS2B03G0288900;9Endodermis;specific;stable;B_dominant_9
TraesCS2A03G0209800;TraesCS2A03G0209800;NA;;;
